Product Title,Price,Rating,Reviews,Product URL
F Gear Luxur Brown 25 liter Laptop Backpack (2404),"Rs. 1,161",4.4 out of 5 stars,"15,836","https://www.amazon.in/F-Gear-Luxur-Brown-Backpack/dp/B01F7AX9ZA/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1668800803&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-17
"
Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,Rs. 899,4.3 out of 5 stars,"4,616","https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1668800803&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-18
"
American Tourister Casual Backpack,"Rs. 1,199",4.1 out of 5 stars,"13,140","https://www.amazon.in/American-Tourister-AMT-SCH-BAG01/dp/B07CJCFNZG/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1668800803&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-19
"
"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",Rs. 498,4.3 out of 5 stars,"11,603","https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1668800803&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-20
"
"Northzone Boys & Girls Waterproof Stylish Sport Laptop size upto 15.6 inches Backpack with USB Charging, 34 L (Black)",Rs. 674,3.8 out of 5 stars,45,"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTA0NjExODc0NzY2OTczOjE2Njg4MDA4MDM6c3BfYnRmOjIwMDM4MDA2MTg3Nzk4OjowOjo&url=%2FBackpack-Charging-Waterproof-Material-Capacity%2Fdp%2FB09MFWNY2C%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1668800803%26qu%3DeyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & A. Blue 1000),"Rs. 1,399",4.3 out of 5 stars,"7,411","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTA0NjExODc0NzY2OTczOjE2Njg4MDA4MDM6c3BfYnRmOjIwMDMyNTY1MDQ2OTk4OjowOjo&url=%2FHEROZ-Hammer-Backpack-Resistant-Durable%2Fdp%2FB07M82M8G7%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1668800803%26qu%3DeyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DAGHKR430JFM4U
"
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,Rs. 849,3.8 out of 5 stars,"1,543","https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1668800809&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-66
"
Wildcraft 44 Ltrs Casual Backpack (11629-Wolf_Black),"Rs. 1,597",4.3 out of 5 stars,"5,209","https://www.amazon.in/Wildcraft-Wolf_Blk-Casual-Backpack-11629-Wolf_Blk/dp/B079DDT65R/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1668800809&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-67
"
Dybbuk Lightweight School Bags Backpacks for Boys Girls Stylish Men and Women Casual Travel Laptop Bag College Office,Rs. 449,2.7 out of 5 stars,6,"https://www.amazon.in/Dybbuk-Lightweight-Backpacks-Stylish-College/dp/B0BCGWRTHT/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1668800809&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-68
"
Skybags Riddle 2 Blue 45 Cms Casual Backpack,"Rs. 1,059",4.3 out of 5 stars,19,"https://www.amazon.in/Skybags-Riddle-Blue-Casual-Backpack/dp/B08Z298H44/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1668800809&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-69
"
Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),Rs. 819,4.2 out of 5 stars,"1,343","https://www.amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1668800809&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-70
"
Red Lemon Polyester Bange Series 15.6inch Laptop Bag for Men 35 LTR Capacity Daily Office Bag for Men and Women Black (1903),"Rs. 2,849",4.2 out of 5 stars,140,"https://www.amazon.in/Red-Lemon-Polyester-15-6-inch-Waterproof/dp/B07XYY2FW4/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1668800809&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-71
"
American Tourister Casual Backpack,"Rs. 1,199",4.1 out of 5 stars,"13,140","https://www.amazon.in/American-Tourister-AMT-SCH-BAG01/dp/B07CJCFNZG/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1668800809&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-72
"
Killer Louis 38L Large Laptop Backpack with 3 Compartments Black Polyester Trendy Waterproof Travel Backpack,"Rs. 1,801",4.4 out of 5 stars,"2,080","https://www.amazon.in/Killer-Backpack-Compartments-Polyester-Waterproof/dp/B07C9XHZT1/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1668800809&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-73
"
POLICE HEDGE BACKPACK,"Rs. 1,399",4.0 out of 5 stars,909,"https://www.amazon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1668800809&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-74
"
"POLESTAR Vintage 32 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment, suitable for both men & women,1 year warranty",Rs. 699,3.9 out of 5 stars,"7,648","https://www.amazon.in/POLESTAR-Vintage-Laptop-Backpack-bagpack/dp/B081GSQ9D9/ref=sr_1_75?crid=2M096C61O4MLT&keywords=bags&qid=1668800809&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-75
"
EAYIRA Hanging Travel Toiletry Kit Bag Cosmetic Make up Organizer Multifunction Portable Makeup Pouch for Women and Girls Waterproof Ladies Case Travelling Storage Inner Ware Up Brush Kit Holder,Rs. 380,4.0 out of 5 stars,611,"https://www.amazon.in/EAYIRA-Portable-Multifunctional-Organizer-Cosmetic/dp/B07QYVX5FT/ref=sr_1_76?crid=2M096C61O4MLT&keywords=bags&qid=1668800809&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-76
"
Motherly Stylish Babies Diaper Bags for Mothers - Economical Version (Grey Pink),"Rs. 1,899",4.6 out of 5 stars,"5,141","https://www.amazon.in/Motherly-Stylish-Babies-Diaper-Mothers/dp/B07DMKJJB4/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1668800809&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-77
"
Lenovo Slim Everyday Backpack,Rs. 839,4.4 out of 5 stars,"2,262","https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1668800809&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-78
"
"Veneer Medium 20 L Laptop Backpack Men Womens Girls Fashion PU Leather Mini Casual Backpack Bags for School, College, Tuition, Office Bag (Black)",Rs. 944,4.2 out of 5 stars,671,"https://www.amazon.in/Veneer-Backpack-Fashion-Leather-College/dp/B09BMG8R6Y/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1668800809&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-79
"
SFANE Yoga Series Polyester Gym Bag/Duffle Bag for Men & Women with Shoe Compartment (Grey),Rs. 449,4.4 out of 5 stars,396,"https://www.amazon.in/SFANE-Polyester-Duffle-Women-Compartment/dp/B08PD15TXH/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1668800809&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-80
"
"Shalimar Large Capacity Travel Bag / Storage Bag / Move-in Bags/ Duffel Bag - Strong, Durable , Foldable and Water Resistant ( Pack of 1 ) ( Blue )",Rs. 247,4.1 out of 5 stars,210,"https://www.amazon.in/Shalimar-Capacity-Travel-Storage-Duffel/dp/B09TPHFMX7/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1668800810&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-81
"
ADISA Light Weight Laptop Backpack 32 Ltrs,Rs. 599,4.0 out of 5 stars,"5,410","https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1668800810&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-82
"
"Amazon Brand - Solimo Laptop Backpack for 15.6-inch Laptops (27 litres, Black)",Rs. 439,3.9 out of 5 stars,"1,182","https://www.amazon.in/Amazon-Brand-Backpack-15-6-inch-Laptops/dp/B076QFBFRG/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1668800810&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-83
"
Lavie Women's Broxa Flap Over Sling Bag | Ladies Purse Handbag,Rs. 879,4.2 out of 5 stars,"5,243","https://www.amazon.in/Lavie-Broxa-Womens-Sling-Navy/dp/B08KT1PR6Q/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1668800810&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-84
"
Gear ModernEco5 21L Water Resistant School Bag/Backpack/College Bag for Men/Women - NavyBlue,Rs. 429,3.9 out of 5 stars,"2,421","https://www.amazon.in/Gear-Ltrs-Casual-Backpack-MDBKPECO50504/dp/B0757K36YV/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1668800810&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-85
"
Amazon Basics - Casual 21L  Laptop Backpack,Rs. 749,4.3 out of 5 stars,27,"https://www.amazon.in/Amazon-Basics-Casual-Laptop-Backpack/dp/B09W4X977X/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1668800810&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-86
"
"LuvLap Baby Breast Milk Storage Bags (Pack of 25), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",Rs. 288,4.4 out of 5 stars,448,"https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZZ57FT/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1668800810&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-87
"
Wildcraft 44 Ltrs Blaze 3 Tiger Black Casual Backpack (12274_Tiger_Black)(HxWxD : 19x13.5x10.5)(inches),"Rs. 1,915",4.4 out of 5 stars,701,"https://www.amazon.in/Wildcraft-Blaze-Casual-Backpack-12274_Tiger_Black/dp/B0836BN4X4/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1668800810&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-88
"
"Dell Pro Laptop Durable Polyester Padded Fabric Messenger Bag with Handle and Detachable Shoulder Strap for upto 15.6 Inch Laptop/Macbook for Men and Women (Black, PO1520C)","Rs. 2,299",4.0 out of 5 stars,48,"https://www.amazon.in/Durable-Polyester-Messenger-Detachable-Shoulder/dp/B0B6PF1L69/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1668800810&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-89
"
Caprese Women's Tote Bag (Brown),Rs. 949,4.3 out of 5 stars,100,"https://www.amazon.in/Caprese-Womens-Tote-bag-Brown/dp/B09FT3MW7L/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1668800810&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-90
"
Zouk Women's Office Bag (multicolour),"Rs. 1,699",4.2 out of 5 stars,56,"https://www.amazon.in/Zouk-Womens-Office-Bag-multicolour/dp/B09L79TM6D/ref=sr_1_91?crid=2M096C61O4MLT&keywords=bags&qid=1668800810&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-91
"
"Arctic Hunter Sling bag for men,Chest Bag for Men,Shoulder Bag for Men with Handle Crossbody Bag IPX6 Water-resistant Anti-theft Side Bag for Travel,Business,Black","Rs. 1,899",4.9 out of 5 stars,14,"https://www.amazon.in/Shoulder-Crossbody-Water-resistant-Anti-theft-Business/dp/B0B6G2SQW9/ref=sr_1_92?crid=2M096C61O4MLT&keywords=bags&qid=1668800810&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-92
"
"Motherly Baby Diaper Bag, Mothers Maternity Bags for Travel (Unicorn Blue)","Rs. 2,299",4.7 out of 5 stars,"2,896","https://www.amazon.in/Motherly-Diaper-Mothers-Maternity-Unicorn/dp/B07PMJGTPH/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1668800810&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-94
"
TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (Grey) 1 Year Warranty,"Rs. 2,337",4.4 out of 5 stars,"6,202","https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1668800810&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-95
"
"Polestar Space 34 Liters Casual/ Office/ Travel/ School Backpack Bag, made of Polyester, 1 year warranty",Rs. 669,4.0 out of 5 stars,"5,701","https://www.amazon.in/POLESTAR-Navyorg-Casual-bagpack-Backpack/dp/B0844R2GMK/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1668800810&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-96
"
"NORTH ZONE Men's and Women's Lightweight Casual Laptop Bag (30 L, Navy Blue)",Rs. 599,4.0 out of 5 stars,200,"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDE5NDkyMzIyNzA1NDE0OjE2Njg4MDA4MTM6c3BfYXRmX25leHQ6MjAwNzQ3Njg3MTQ4OTg6OjA6Og&url=%2FNORTH-ZONE-Womens-Lightweight-Casual%2Fdp%2FB0BCYX6DW2%2Fref%3Dsr_1_113_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1668800813%26qu%3DeyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"
Skybags Riddle 2 Blue 45 Cms Casual Backpack,"Rs. 1,059",4.3 out of 5 stars,19,"https://www.amazon.in/Skybags-Riddle-Blue-Casual-Backpack/dp/B08Z298H44/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1668800813&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-115
"
Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),Rs. 819,4.2 out of 5 stars,"1,343","https://www.amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1668800813&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-116
"
